file_name,humor_style,emotion
p34_orig_affil_or1310,Affiliative,empathy
p22_orig_affil_or209,Affiliative,empathy
p02_orig_affil_or1132,Affiliative,empathy
p23_orig_affil_or1201,Affiliative,empathy
p06_orig_affil_or477,Affiliative,empathy
p37_orig_affil_or625,Affiliative,empathy
p16_orig_affil_or512,Affiliative,empathy
p44_orig_affil_or405,Affiliative,empathy
p15_orig_affil_or463,Affiliative,empathy
p23_orig_affil_or1191,Affiliative,empathy
p03_orig_affil_or1231,Affiliative,empathy
p24_orig_affil_or1220,Affiliative,empathy
p11_orig_affil_or129,Affiliative,empathy
p41_orig_affil_or568,Affiliative,empathy
p32_orig_affil_or811,Affiliative,empathy
p28_orig_affil_or113,Affiliative,empathy
p44_orig_affil_or379,Affiliative,empathy
p04_orig_affil_or97,Affiliative,empathy
p16_orig_affil_or1062,Affiliative,empathy
p11_orig_affil_or801,Affiliative,empathy
p03_orig_affil_or892,Affiliative,empathy
p24_orig_affil_or1213,Affiliative,empathy
p46_orig_affil_or116,Affiliative,empathy
p32_orig_affil_or825,Affiliative,empathy
p47_orig_affil_or106,Affiliative,empathy
p37_orig_affil_or566,Affiliative,empathy
p28_orig_affil_or333,Affiliative,neutral
p05_orig_affil_or1374,Affiliative,neutral
p17_orig_affil_or16,Affiliative,neutral
p39_orig_affil_or676,Affiliative,neutral
p26_orig_affil_or425,Affiliative,neutral
p50_orig_affil_or9,Affiliative,neutral
p04_orig_affil_or1348,Affiliative,neutral
p09_orig_affil_or1452,Affiliative,neutral
p37_orig_affil_or327,Affiliative,neutral
p39_orig_affil_or467,Affiliative,neutral
p43_orig_affil_or685,Affiliative,neutral
p49_orig_affil_or541,Affiliative,neutral
p26_orig_affil_or412,Affiliative,neutral
p26_orig_affil_or159,Affiliative,neutral
p47_orig_affil_or172,Affiliative,neutral
p37_orig_affil_or583,Affiliative,neutral
p02_orig_affil_or904,Affiliative,neutral
p48_orig_affil_or646,Affiliative,neutral
p37_orig_affil_or593,Affiliative,neutral
p16_orig_affil_or330,Affiliative,neutral
p11_orig_affil_or292,Affiliative,neutral
p39_orig_affil_or65,Affiliative,neutral
p06_orig_affil_or1390,Affiliative,neutral
p14_orig_affil_or1028,Affiliative,neutral
p43_orig_affil_or490,Affiliative,neutral
p33_orig_affil_or1284,Affiliative,neutral
p17_orig_affil_or774,Affiliative,neutral
p48_orig_affil_or12,Affiliative,superiority
p39_orig_affil_or815,Affiliative,superiority
p35_orig_affil_or1325,Affiliative,superiority
p12_orig_affil_or990,Affiliative,superiority
p06_orig_affil_or1395,Affiliative,superiority
p29_orig_affil_or49,Affiliative,superiority
p48_orig_affil_or704,Affiliative,superiority
p17_orig_affil_or1082,Affiliative,superiority
p08_orig_affil_or1429,Affiliative,superiority
p38_orig_affil_or320,Affiliative,superiority
p25_orig_affil_or104,Affiliative,superiority
p18_orig_affil_or921,Affiliative,superiority
p24_orig_affil_or881,Affiliative,superiority
p12_orig_affil_or644,Affiliative,superiority
p27_orig_affil_or208,Affiliative,superiority
p35_orig_affil_or1330,Affiliative,superiority
p16_orig_affil_or1066,Affiliative,embarrassment
p12_orig_affil_or617,Affiliative,embarrassment
p22_orig_affil_or1173,Affiliative,embarrassment
p24_orig_affil_or1211,Affiliative,embarrassment
p19_orig_affil_or1116,Affiliative,embarrassment
p10_orig_affil_or960,Affiliative,embarrassment
p21_orig_affil_or623,Affiliative,embarrassment
p21_orig_affil_or152,Affiliative,embarrassment
p31_orig_affil_or824,Affiliative,embarrassment
p36_orig_affil_or798,Affiliative,embarrassment
p42_orig_affil_or810,Affiliative,embarrassment
p22_orig_affil_or366,Affiliative,embarrassment
p01_orig_affil_or708,Affiliative,embarrassment
p38_orig_affil_or450,Affiliative,embarrassment
p30_orig_affil_or246,Affiliative,embarrassment
p48_orig_affil_or597,Affiliative,embarrassment
p29_orig_affil_or701,Affiliative,embarrassment
p14_orig_affil_or68,Affiliative,embarrassment
p42_orig_affil_or622,Affiliative,embarrassment
p50_orig_affil_or642,Affiliative,embarrassment
p02_orig_affil_or132,Affiliative,embarrassment
p42_orig_affil_or800,Affiliative,embarrassment
p11_orig_affil_or284,Affiliative,embarrassment
p18_orig_selfenh_or1098,Self_enhancing,anger
p12_orig_selfenh_or987,Self_enhancing,anger
p02_orig_selfenh_or1144,Self_enhancing,anger
p17_orig_selfenh_or1072,Self_enhancing,anger
p22_orig_selfenh_or276,Self_enhancing,anger
p07_orig_selfenh_or203,Self_enhancing,anger
p02_orig_selfenh_or1141,Self_enhancing,anger
p44_orig_selfenh_or334,Self_enhancing,anger
p21_orig_selfenh_or225,Self_enhancing,anger
p17_orig_selfenh_or1076,Self_enhancing,anger
p06_orig_selfenh_or1387,Self_enhancing,anger
p47_orig_selfenh_or870,Self_enhancing,anger
p16_orig_selfenh_or619,Self_enhancing,joy
p48_orig_selfenh_or268,Self_enhancing,joy
p14_orig_selfenh_or1031,Self_enhancing,joy
p29_orig_selfenh_or265,Self_enhancing,joy
p43_orig_selfenh_or228,Self_enhancing,joy
p31_orig_selfenh_or873,Self_enhancing,joy
p04_orig_selfenh_or287,Self_enhancing,joy
p44_orig_selfenh_or396,Self_enhancing,joy
p37_orig_selfenh_or613,Self_enhancing,joy
p37_orig_selfenh_or576,Self_enhancing,joy
p06_orig_selfenh_or1399,Self_enhancing,joy
p17_orig_selfenh_or641,Self_enhancing,joy
p17_orig_selfenh_or1077,Self_enhancing,joy
p08_orig_selfenh_or1422,Self_enhancing,joy
p44_orig_selfenh_or503,Self_enhancing,joy
p30_orig_selfenh_or1266,Self_enhancing,joy
p28_orig_selfenh_or561,Self_enhancing,joy
p42_orig_selfenh_or231,Self_enhancing,joy
p40_orig_selfenh_or266,Self_enhancing,joy
p41_orig_selfenh_or202,Self_enhancing,joy
p19_orig_selfenh_or233,Self_enhancing,joy
p32_orig_selfenh_or834,Self_enhancing,joy
p06_orig_selfenh_or1404,Self_enhancing,joy
p19_orig_selfenh_or357,Self_enhancing,joy
p43_orig_selfenh_or564,Self_enhancing,joy
p30_orig_selfenh_or1271,Self_enhancing,joy
p13_orig_selfenh_or1004,Self_enhancing,joy
p40_orig_selfenh_or574,Self_enhancing,joy
p46_orig_selfenh_or199,Self_enhancing,joy
p16_orig_selfenh_or253,Self_enhancing,joy
p34_orig_selfenh_or520,Self_enhancing,joy
p09_orig_selfenh_or761,Self_enhancing,joy
p29_orig_selfenh_or572,Self_enhancing,joy
p30_orig_selfenh_or1263,Self_enhancing,joy
p44_orig_selfenh_or548,Self_enhancing,joy
p32_orig_selfenh_or123,Self_enhancing,joy
p45_orig_selfenh_or890,Self_enhancing,joy
p02_orig_selfenh_or1128,Self_enhancing,joy
p41_orig_selfenh_or341,Self_enhancing,joy
p34_orig_selfenh_or407,Self_enhancing,joy
p30_orig_selfenh_or460,Self_enhancing,joy
p15_orig_selfenh_or380,Self_enhancing,joy
p41_orig_selfenh_or206,Self_enhancing,joy
p27_orig_selfenh_or122,Self_enhancing,joy
p20_orig_selfenh_or1162,Self_enhancing,joy
p35_orig_selfenh_or1326,Self_enhancing,joy
p09_orig_selfenh_or1448,Self_enhancing,joy
p08_orig_selfenh_or577,Self_enhancing,joy
p33_orig_selfenh_or1296,Self_enhancing,joy
p24_orig_selfenh_or173,Self_enhancing,joy
p40_orig_selfenh_or484,Self_enhancing,joy
p34_orig_selfenh_or1301,Self_enhancing,joy
p20_orig_selfenh_or710,Self_enhancing,joy
p23_orig_selfenh_or609,Self_enhancing,joy
p43_orig_selfenh_or570,Self_enhancing,joy
p20_orig_selfenh_or35,Self_enhancing,joy
p01_orig_selfenh_or931,Self_enhancing,joy
p36_orig_selfenh_or759,Self_enhancing,joy
p33_orig_selfenh_or1289,Self_enhancing,joy
p02_orig_selfenh_or1136,Self_enhancing,joy
p37_orig_selfenh_or480,Self_enhancing,joy
p40_orig_selfenh_or55,Self_enhancing,neutral
p29_orig_selfenh_or612,Self_enhancing,neutral
p24_orig_selfenh_or673,Self_enhancing,neutral
p42_orig_selfenh_or764,Self_enhancing,neutral
p05_orig_selfenh_or1371,Self_enhancing,neutral
p24_orig_selfenh_or1219,Self_enhancing,neutral
p39_orig_selfenh_or103,Self_enhancing,neutral
p18_orig_selfenh_or1107,Self_enhancing,neutral
p29_orig_selfenh_or544,Self_enhancing,neutral
p35_orig_selfenh_or1329,Self_enhancing,neutral
p16_orig_selfenh_or1063,Self_enhancing,neutral
p05_orig_selfenh_or1375,Self_enhancing,neutral
p26_orig_selfenh_or713,Self_enhancing,neutral
p32_orig_selfenh_or845,Self_enhancing,neutral
p01_orig_selfenh_or942,Self_enhancing,neutral
p40_orig_selfenh_or86,Self_enhancing,neutral
p31_orig_selfenh_or402,Self_enhancing,neutral
p39_orig_selfenh_or216,Self_enhancing,neutral
p06_orig_selfenh_or1389,Self_enhancing,neutral
p29_orig_selfenh_or557,Self_enhancing,neutral
p32_orig_selfenh_or476,Self_enhancing,neutral
p10_orig_selfenh_or879,Self_enhancing,empathy
p23_orig_selfenh_or1190,Self_enhancing,empathy
p12_orig_selfenh_or504,Self_enhancing,empathy
p08_orig_selfenh_or1437,Self_enhancing,empathy
p08_orig_selfenh_or1430,Self_enhancing,empathy
p44_orig_selfenh_or714,Self_enhancing,empathy
p05_orig_selfenh_or705,Self_enhancing,empathy
p37_orig_selfenh_or753,Self_enhancing,empathy
p24_orig_selfenh_or1225,Self_enhancing,empathy
p09_orig_selfenh_or1458,Self_enhancing,empathy
p31_orig_selfenh_or120,Self_enhancing,empathy
p05_orig_selfenh_or1378,Self_enhancing,empathy
p35_orig_selfenh_or466,Self_enhancing,empathy
p09_orig_selfenh_or1463,Self_enhancing,empathy
p42_orig_selfenh_or833,Self_enhancing,empathy
p03_orig_selfenh_or772,Self_enhancing,empathy
p35_orig_selfenh_or1321,Self_enhancing,empathy
p11_orig_selfenh_or978,Self_enhancing,empathy
p32_orig_selfenh_or52,Self_enhancing,empathy
p31_orig_selfenh_or376,Self_enhancing,empathy
p08_orig_selfenh_or788,Self_enhancing,empathy
p38_orig_selfenh_or508,Self_enhancing,empathy
p48_orig_selfenh_or757,Self_enhancing,empathy
p09_orig_selfenh_or369,Self_enhancing,empathy
p19_orig_selfenh_or1127,Self_enhancing,empathy
p46_orig_selfenh_or29,Self_enhancing,empathy
p17_orig_selfenh_or6,Self_enhancing,empathy
p10_orig_selfenh_or883,Self_enhancing,empathy
p31_orig_selfenh_or243,Self_enhancing,empathy
p14_orig_selfenh_or1025,Self_enhancing,empathy
p38_orig_selfenh_or846,Self_enhancing,empathy
p12_orig_selfenh_or985,Self_enhancing,empathy
p03_orig_selfenh_or1246,Self_enhancing,empathy
p24_orig_selfenh_or1223,Self_enhancing,empathy
p37_orig_selfenh_or494,Self_enhancing,empathy
p24_orig_selfenh_or1212,Self_enhancing,empathy
p19_orig_selfenh_or1124,Self_enhancing,empathy
p40_orig_selfenh_or156,Self_enhancing,empathy
p29_orig_selfenh_or532,Self_enhancing,empathy
p12_orig_selfenh_or586,Self_enhancing,empathy
p38_orig_selfenh_or830,Self_enhancing,empathy
p33_orig_selfenh_or1279,Self_enhancing,empathy
p03_orig_selfenh_or1239,Self_enhancing,empathy
p29_orig_selfenh_or25,Self_enhancing,empathy
p17_orig_selfenh_or470,Self_enhancing,empathy
p34_orig_selfenh_or114,Self_enhancing,empathy
p37_orig_selfenh_or1339,Self_enhancing,empathy
p08_orig_selfenh_or1432,Self_enhancing,empathy
p21_orig_selfenh_or525,Self_enhancing,empathy
p04_orig_selfenh_or497,Self_enhancing,empathy
p30_orig_selfenh_or666,Self_enhancing,empathy
p03_orig_selfenh_or1244,Self_enhancing,empathy
p31_orig_selfenh_or545,Self_enhancing,empathy
p42_orig_selfenh_or528,Self_enhancing,empathy
p10_orig_selfenh_or908,Self_enhancing,empathy
p42_orig_selfenh_or346,Self_enhancing,empathy
p12_orig_selfenh_or1000,Self_enhancing,empathy
p37_orig_selfenh_or400,Self_enhancing,empathy
p12_orig_selfenh_or102,Self_enhancing,empathy
p15_orig_selfenh_or1050,Self_enhancing,empathy
p35_orig_selfenh_or506,Self_enhancing,empathy
p03_orig_selfenh_or771,Self_enhancing,empathy
p40_orig_selfenh_or59,Self_enhancing,empathy
p48_orig_selfenh_or485,Self_enhancing,empathy
p24_orig_selfenh_or298,Self_enhancing,empathy
p27_orig_selfenh_or502,Self_enhancing,empathy
p47_orig_selfenh_or897,Self_enhancing,empathy
p15_orig_selfenh_or1041,Self_enhancing,empathy
p15_orig_selfenh_or1046,Self_enhancing,empathy
p26_orig_selfenh_or767,Self_enhancing,empathy
p41_orig_selfenh_or745,Self_enhancing,empathy
p37_orig_selfenh_or352,Self_enhancing,empathy
p09_orig_selfenh_or1443,Self_enhancing,empathy
p31_orig_selfenh_or338,Self_enhancing,superiority
p07_orig_selfenh_or1416,Self_enhancing,superiority
p43_orig_selfenh_or145,Self_enhancing,superiority
p26_orig_selfenh_or765,Self_enhancing,superiority
p30_orig_selfenh_or1254,Self_enhancing,superiority
p49_orig_selfenh_or762,Self_enhancing,superiority
p22_orig_selfenh_or1172,Self_enhancing,superiority
p26_orig_selfenh_or540,Self_enhancing,superiority
p42_orig_selfenh_or1362,Self_enhancing,superiority
p49_orig_selfenh_or395,Self_enhancing,superiority
p14_orig_selfenh_or1038,Self_enhancing,superiority
p20_orig_selfenh_or1167,Self_enhancing,superiority
p44_orig_selfenh_or349,Self_enhancing,superiority
p12_orig_selfenh_or992,Self_enhancing,superiority
p48_orig_selfenh_or144,Self_enhancing,superiority
p22_orig_selfenh_or1181,Self_enhancing,superiority
p04_orig_selfenh_or1343,Self_enhancing,superiority
p49_orig_selfenh_or115,Self_enhancing,superiority
p36_orig_selfenh_or766,Self_enhancing,superiority
p26_orig_selfenh_or353,Self_enhancing,superiority
p19_orig_selfenh_or1109,Self_enhancing,superiority
p19_orig_selfenh_or560,Self_enhancing,superiority
p43_orig_selfenh_or417,Self_enhancing,superiority
p27_orig_selfenh_or874,Self_enhancing,superiority
p44_orig_selfenh_or358,Self_enhancing,superiority
p36_orig_selfenh_or827,Self_enhancing,superiority
p11_orig_selfenh_or83,Self_enhancing,superiority
p43_orig_selfenh_or82,Self_enhancing,superiority
p45_orig_selfenh_or891,Self_enhancing,superiority
p22_orig_selfenh_or1170,Self_enhancing,superiority
p21_orig_selfenh_or329,Self_enhancing,superiority
p33_orig_selfenh_or721,Self_enhancing,superiority
p22_orig_selfenh_or314,Self_enhancing,superiority
p36_orig_selfenh_or823,Self_enhancing,superiority
p06_orig_selfenh_or354,Self_enhancing,superiority
p29_orig_selfenh_or226,Self_enhancing,superiority
p11_orig_selfenh_or974,Self_enhancing,superiority
p26_orig_selfenh_or306,Self_enhancing,superiority
p34_orig_selfenh_or230,Self_enhancing,superiority
p34_orig_selfenh_or1307,Self_enhancing,superiority
p18_orig_selfenh_or1089,Self_enhancing,superiority
p25_orig_selfenh_or359,Self_enhancing,superiority
p20_orig_selfenh_or1156,Self_enhancing,superiority
p50_orig_selfenh_or851,Self_enhancing,superiority
p10_orig_selfenh_or947,Self_enhancing,superiority
p49_orig_selfenh_or912,Self_enhancing,superiority
p10_orig_selfenh_or958,Self_enhancing,superiority
p41_orig_selfenh_or826,Self_enhancing,superiority
p50_orig_selfenh_or229,Self_enhancing,superiority
p07_orig_selfenh_or269,Self_enhancing,superiority
p11_orig_selfenh_or970,Self_enhancing,embarrassment
p48_orig_selfenh_or406,Self_enhancing,embarrassment
p09_orig_selfenh_or37,Self_enhancing,embarrassment
p07_orig_selfenh_or542,Self_enhancing,embarrassment
p48_orig_selfenh_or781,Self_enhancing,embarrassment
p36_orig_selfenh_or760,Self_enhancing,embarrassment
p43_orig_selfenh_or267,Self_enhancing,embarrassment
p49_orig_selfenh_or659,Self_enhancing,embarrassment
p23_orig_selfenh_or1204,Self_enhancing,embarrassment
p25_orig_selfenh_or573,Self_enhancing,embarrassment
p04_orig_selfenh_or1354,Self_enhancing,embarrassment
p29_orig_selfenh_or275,Self_enhancing,embarrassment
p14_orig_selfenh_or360,Self_enhancing,embarrassment
p17_orig_selfenh_or326,Self_enhancing,embarrassment
p35_orig_selfenh_or773,Self_enhancing,embarrassment
p23_orig_selfenh_or1199,Self_enhancing,embarrassment
p25_orig_selfenh_or1227,Self_enhancing,embarrassment
p18_orig_selfenh_or922,Self_enhancing,embarrassment
p01_orig_selfenh_or939,Self_enhancing,embarrassment
p05_orig_selfenh_or786,Self_enhancing,embarrassment
p21_orig_selfenh_or204,Self_enhancing,embarrassment
p46_orig_selfenh_or294,Self_enhancing,embarrassment
p04_orig_selfenh_or1347,Self_enhancing,embarrassment
p14_orig_selfenh_or893,Self_enhancing,embarrassment
p15_orig_selfenh_or1055,Self_enhancing,embarrassment
p15_orig_selfdep_or1049,Self_deprecating,joy
p02_orig_selfdep_or1133,Self_deprecating,joy
p28_orig_selfdep_or459,Self_deprecating,joy
p21_orig_selfdep_or378,Self_deprecating,joy
p36_orig_selfdep_or435,Self_deprecating,joy
p22_orig_selfdep_or1175,Self_deprecating,joy
p41_orig_selfdep_or273,Self_deprecating,joy
p39_orig_selfdep_or842,Self_deprecating,joy
p10_orig_selfdep_or951,Self_deprecating,joy
p41_orig_selfdep_or328,Self_deprecating,joy
p44_orig_selfdep_or554,Self_deprecating,joy
p17_orig_selfdep_or392,Self_deprecating,joy
p39_orig_selfdep_or832,Self_deprecating,joy
p12_orig_selfdep_or469,Self_deprecating,joy
p37_orig_selfdep_or584,Self_deprecating,joy
p08_orig_selfdep_or1428,Self_deprecating,anger
p42_orig_selfdep_or286,Self_deprecating,anger
p02_orig_selfdep_or877,Self_deprecating,anger
p36_orig_selfdep_or789,Self_deprecating,anger
p38_orig_selfdep_or521,Self_deprecating,anger
p23_orig_selfdep_or1195,Self_deprecating,anger
p46_orig_selfdep_or247,Self_deprecating,anger
p15_orig_selfdep_or458,Self_deprecating,anger
p14_orig_selfdep_or1021,Self_deprecating,anger
p11_orig_selfdep_or654,Self_deprecating,anger
p23_orig_selfdep_or198,Self_deprecating,anger
p19_orig_selfdep_or300,Self_deprecating,anger
p26_orig_selfdep_or822,Self_deprecating,anger
p45_orig_selfdep_or639,Self_deprecating,anger
p01_orig_selfdep_or932,Self_deprecating,anger
p03_orig_selfdep_or1230,Self_deprecating,embarrassment
p39_orig_selfdep_or261,Self_deprecating,embarrassment
p09_orig_selfdep_or1453,Self_deprecating,embarrassment
p08_orig_selfdep_or518,Self_deprecating,embarrassment
p10_orig_selfdep_or174,Self_deprecating,embarrassment
p05_orig_selfdep_or1373,Self_deprecating,embarrassment
p40_orig_selfdep_or1360,Self_deprecating,embarrassment
p35_orig_selfdep_or1334,Self_deprecating,embarrassment
p13_orig_selfdep_or135,Self_deprecating,embarrassment
p03_orig_selfdep_or1242,Self_deprecating,embarrassment
p39_orig_selfdep_or756,Self_deprecating,embarrassment
p16_orig_selfdep_or481,Self_deprecating,embarrassment
p05_orig_selfdep_or755,Self_deprecating,embarrassment
p34_orig_selfdep_or340,Self_deprecating,embarrassment
p35_orig_selfdep_or117,Self_deprecating,embarrassment
p29_orig_selfdep_or272,Self_deprecating,embarrassment
p11_orig_selfdep_or515,Self_deprecating,embarrassment
p32_orig_selfdep_or279,Self_deprecating,embarrassment
p38_orig_selfdep_or33,Self_deprecating,embarrassment
p35_orig_selfdep_or1322,Self_deprecating,embarrassment
p21_orig_selfdep_or454,Self_deprecating,embarrassment
p34_orig_selfdep_or1315,Self_deprecating,embarrassment
p26_orig_selfdep_or244,Self_deprecating,embarrassment
p41_orig_selfdep_or176,Self_deprecating,embarrassment
p17_orig_selfdep_or1084,Self_deprecating,embarrassment
p21_orig_selfdep_or256,Self_deprecating,embarrassment
p37_orig_selfdep_or869,Self_deprecating,embarrassment
p26_orig_selfdep_or499,Self_deprecating,embarrassment
p25_orig_selfdep_or556,Self_deprecating,embarrassment
p17_orig_selfdep_or1079,Self_deprecating,embarrassment
p49_orig_selfdep_or160,Self_deprecating,embarrassment
p19_orig_selfdep_or1122,Self_deprecating,embarrassment
p06_orig_selfdep_or1388,Self_deprecating,embarrassment
p41_orig_selfdep_or797,Self_deprecating,embarrassment
p18_orig_selfdep_or920,Self_deprecating,embarrassment
p30_orig_selfdep_or658,Self_deprecating,embarrassment
p34_orig_selfdep_or778,Self_deprecating,embarrassment
p30_orig_selfdep_or1268,Self_deprecating,embarrassment
p14_orig_selfdep_or1027,Self_deprecating,embarrassment
p17_orig_selfdep_or475,Self_deprecating,embarrassment
p39_orig_selfdep_or344,Self_deprecating,embarrassment
p23_orig_selfdep_or1203,Self_deprecating,embarrassment
p11_orig_selfdep_or968,Self_deprecating,embarrassment
p48_orig_selfdep_or70,Self_deprecating,embarrassment
p33_orig_selfdep_or840,Self_deprecating,embarrassment
p31_orig_selfdep_or709,Self_deprecating,embarrassment
p20_orig_selfdep_or1160,Self_deprecating,embarrassment
p35_orig_selfdep_or1324,Self_deprecating,embarrassment
p47_orig_selfdep_or234,Self_deprecating,embarrassment
p11_orig_selfdep_or982,Self_deprecating,embarrassment
p21_orig_selfdep_or125,Self_deprecating,embarrassment
p26_orig_selfdep_or796,Self_deprecating,embarrassment
p44_orig_selfdep_or240,Self_deprecating,embarrassment
p45_orig_selfdep_or878,Self_deprecating,embarrassment
p40_orig_selfdep_or416,Self_deprecating,embarrassment
p20_orig_selfdep_or1155,Self_deprecating,embarrassment
p18_orig_selfdep_or1103,Self_deprecating,embarrassment
p30_orig_selfdep_or288,Self_deprecating,embarrassment
p44_orig_selfdep_or451,Self_deprecating,embarrassment
p06_orig_selfdep_or1401,Self_deprecating,embarrassment
p31_orig_selfdep_or655,Self_deprecating,embarrassment
p20_orig_selfdep_or1164,Self_deprecating,embarrassment
p37_orig_selfdep_or440,Self_deprecating,embarrassment
p04_orig_selfdep_or1350,Self_deprecating,embarrassment
p49_orig_selfdep_or553,Self_deprecating,embarrassment
p25_orig_selfdep_or162,Self_deprecating,embarrassment
p04_orig_selfdep_or367,Self_deprecating,embarrassment
p25_orig_selfdep_or181,Self_deprecating,embarrassment
p33_orig_selfdep_or1280,Self_deprecating,embarrassment
p44_orig_selfdep_or690,Self_deprecating,embarrassment
p25_orig_selfdep_or289,Self_deprecating,embarrassment
p40_orig_selfdep_or1359,Self_deprecating,embarrassment
p47_orig_selfdep_or899,Self_deprecating,embarrassment
p34_orig_selfdep_or1308,Self_deprecating,embarrassment
p50_orig_selfdep_or808,Self_deprecating,embarrassment
p34_orig_selfdep_or775,Self_deprecating,embarrassment
p46_orig_selfdep_or242,Self_deprecating,embarrassment
p14_orig_selfdep_or894,Self_deprecating,embarrassment
p27_orig_selfdep_or290,Self_deprecating,embarrassment
p50_orig_selfdep_or581,Self_deprecating,embarrassment
p02_orig_selfdep_or1145,Self_deprecating,embarrassment
p28_orig_selfdep_or447,Self_deprecating,embarrassment
p48_orig_selfdep_or742,Self_deprecating,embarrassment
p50_orig_selfdep_or456,Self_deprecating,embarrassment
p49_orig_selfdep_or431,Self_deprecating,embarrassment
p42_orig_selfdep_or569,Self_deprecating,embarrassment
p08_orig_selfdep_or1438,Self_deprecating,embarrassment
p47_orig_selfdep_or665,Self_deprecating,embarrassment
p01_orig_selfdep_or217,Self_deprecating,embarrassment
p25_orig_selfdep_or853,Self_deprecating,embarrassment
p27_orig_selfdep_or258,Self_deprecating,embarrassment
p31_orig_selfdep_or415,Self_deprecating,embarrassment
p23_orig_selfdep_or924,Self_deprecating,embarrassment
p47_orig_selfdep_or706,Self_deprecating,embarrassment
p04_orig_selfdep_or1356,Self_deprecating,embarrassment
p17_orig_selfdep_or776,Self_deprecating,embarrassment
p25_orig_selfdep_or38,Self_deprecating,embarrassment
p13_orig_selfdep_or370,Self_deprecating,embarrassment
p03_orig_selfdep_or1233,Self_deprecating,embarrassment
p22_orig_selfdep_or1182,Self_deprecating,embarrassment
p11_orig_selfdep_or975,Self_deprecating,embarrassment
p36_orig_selfdep_or434,Self_deprecating,embarrassment
p10_orig_selfdep_or449,Self_deprecating,embarrassment
p41_orig_selfdep_or201,Self_deprecating,embarrassment
p45_orig_selfdep_or886,Self_deprecating,embarrassment
p49_orig_selfdep_or363,Self_deprecating,embarrassment
p38_orig_selfdep_or795,Self_deprecating,embarrassment
p12_orig_selfdep_or999,Self_deprecating,embarrassment
p07_orig_selfdep_or1414,Self_deprecating,embarrassment
p09_orig_selfdep_or364,Self_deprecating,embarrassment
p38_orig_selfdep_or813,Self_deprecating,embarrassment
p25_orig_selfdep_or585,Self_deprecating,embarrassment
p41_orig_selfdep_or1361,Self_deprecating,embarrassment
p31_orig_selfdep_or221,Self_deprecating,superiority
p47_orig_selfdep_or222,Self_deprecating,superiority
p10_orig_selfdep_or954,Self_deprecating,superiority
p06_orig_selfdep_or443,Self_deprecating,superiority
p49_orig_selfdep_or535,Self_deprecating,superiority
p10_orig_selfdep_or907,Self_deprecating,superiority
p50_orig_selfdep_or382,Self_deprecating,superiority
p20_orig_selfdep_or215,Self_deprecating,superiority
p22_orig_selfdep_or241,Self_deprecating,empathy
p22_orig_selfdep_or1187,Self_deprecating,empathy
p41_orig_selfdep_or252,Self_deprecating,empathy
p19_orig_selfdep_or332,Self_deprecating,empathy
p16_orig_selfdep_or1058,Self_deprecating,empathy
p15_orig_selfdep_or385,Self_deprecating,empathy
p13_orig_selfdep_or1013,Self_deprecating,empathy
p13_orig_selfdep_or426,Self_deprecating,empathy
p16_orig_selfdep_or221,Self_deprecating,empathy
p49_orig_selfdep_or719,Self_deprecating,empathy
p24_orig_selfdep_or313,Self_deprecating,empathy
p14_orig_selfdep_or220,Self_deprecating,empathy
p29_orig_selfdep_or347,Self_deprecating,empathy
p32_orig_selfdep_or210,Self_deprecating,empathy
p13_orig_selfdep_or254,Self_deprecating,empathy
p02_orig_selfdep_or1130,Self_deprecating,empathy
p43_orig_selfdep_or436,Self_deprecating,empathy
p24_orig_selfdep_or365,Self_deprecating,empathy
p47_orig_selfdep_or900,Self_deprecating,empathy
p24_orig_selfdep_or140,Self_deprecating,empathy
p15_orig_selfdep_or280,Self_deprecating,empathy
p42_orig_selfdep_or307,Self_deprecating,empathy
p48_orig_selfdep_or770,Self_deprecating,empathy
p07_orig_selfdep_or880,Self_deprecating,empathy
p07_orig_selfdep_or507,Self_deprecating,empathy
p36_orig_selfdep_or634,Self_deprecating,empathy
p08_orig_selfdep_or1442,Self_deprecating,empathy
p01_orig_selfdep_or452,Self_deprecating,empathy
p09_orig_selfdep_or1447,Self_deprecating,empathy
p16_orig_selfdep_or1060,Self_deprecating,empathy
p45_orig_selfdep_or271,Self_deprecating,empathy
p19_orig_selfdep_or1113,Self_deprecating,empathy
p12_orig_selfdep_or989,Self_deprecating,empathy
p41_orig_selfdep_or844,Self_deprecating,empathy
p22_orig_selfdep_or1183,Self_deprecating,empathy
p13_orig_selfdep_or1018,Self_deprecating,neutral
p19_orig_selfdep_or121,Self_deprecating,neutral
p45_orig_selfdep_or887,Self_deprecating,neutral
p29_orig_selfdep_or282,Self_deprecating,neutral
p30_orig_selfdep_or1264,Self_deprecating,neutral
p36_orig_selfdep_or63,Self_deprecating,neutral
p08_orig_selfdep_or101,Self_deprecating,neutral
p05_orig_selfdep_or239,Self_deprecating,neutral
p10_orig_selfdep_or963,Self_deprecating,neutral
p14_orig_selfdep_or1035,Self_deprecating,neutral
p04_orig_selfdep_or1346,Self_deprecating,neutral
p44_orig_selfdep_or599,Self_deprecating,neutral
p18_orig_selfdep_or1096,Self_deprecating,neutral
p30_orig_selfdep_or1257,Self_deprecating,neutral
p05_orig_selfdep_or784,Self_deprecating,neutral
p18_orig_selfdep_or1092,Self_deprecating,neutral
p31_orig_selfdep_or295,Self_deprecating,neutral
